_1,_2,_3,_4,_5,_6,_7
"Sarıyer Büyükdere Açık Boğaz Manzaralı 3.Katlı, 210m Arsa Tapulu",3,1,Doğalgaz (Kombi),270,52.000.000 TL,
YUVAKGİL İNŞAATTAN HABİBLERDE SATILIK AİLE BİNASI,5,1,Doğalgaz (Kombi),125,22.000.000 TL,
ARNAVUTKÖY MERKEZDE YATIRIMA VE OTURUMA UYGUN 4 DAİRE SERRA'DAN,4,2,Doğalgaz (Kombi),330,8.650.000 TL,
BEYOĞLU GALATADA KOMPLE SATILIK BİNA,6,1,Yok,210,17.000.000 TL,
GH EMLAK'TAN 1 HAFTA GEÇERLİ FIYAT 25BİN KIRACILI 7 YILLIK BİNA,4,2,Doğalgaz (Kombi),160,6.500.000 TL,
ARNAVUTKÖY İSLAMBEY MAHALLESİNDE SATILIK CADDE ÜSTÜ BİNA,4,1,Doğalgaz (Kombi),400,7.500.000 TL,
ÇINAR ANADOLU' DAN BEYOĞLU SÜTLÜCE' DE SATILIK BİNA !!!,3,1,Doğalgaz (Kombi),400,16.500.000 TL,
BAĞCILAR MAHMUTBEY SATILIK KOMPLE BİNA,5,1,Doğalgaz (Kombi),114,6.750.000 TL,
PIAR GAYRİMENKUL'DEN 840.M2 ARSA İÇERİSİNDE 2 KATLI SATILIK BİNA,2,2,Doğalgaz (Kombi),850,8.250.000 TL,
KİRAZLI METROYA YAKIN 4 DAİRE 1 DÜKKAN KOMPLE SATILIK BİNA TAKAS,3,1,Doğalgaz (Kombi),85,4.750.000 TL,
YENİ EMLAK'TAN SIFIR YATIRIMLIK BİNA 3+1 DAİRELER VE DÜKKAN!,5,1,Doğalgaz (Kombi),665,24.500.000 TL,
BEŞİKTAŞ SİNANPAŞA'DA 6 KATLI SATILIK BİNA,6,1,Doğalgaz (Kombi),725,90.000.000 TL,
TRAMVAYA 100 ADIM EMSALSİZ BİNA,3,1,Doğalgaz (Kombi),70,9.200.000 TL,
ÜSKÜDAR CUMHURİYET MAH SATILIK MASRAFSIZ BİNA,5,1,Doğalgaz (Kombi),700,16.500.000 TL,
SEYRANTEPE MERKEZDE KOMPLE SATILIK BİNA,7,1,Doğalgaz (Kombi),2.450,65.000.000 TL,
SATILIK BİNA ANA CADDE ÜZERİNDE,3,1,Doğalgaz (Kombi),350,24.500.000 TL,
GÖNÜL GAYRİMENKUL 211m ÇİFT DAİRELİK SATILIK BİNA,5,1,Doğalgaz (Kombi),211,21.000.000 TL,
DENGEİUM'DAN MEVLANA CAD. TİCARİ İMARLI SATILIK KOMPLE BİNA,5,1,Doğalgaz (Kombi),117,45.000.000 TL,
FATİH'TE ANA CADDEYE 50m KÖŞE PARSEL 72m2+113 m2 TOPLAMDA 185m2,4,1,Doğalgaz (Kombi),185,17.500.000 TL,
DÜNYA GAYRİMENKUL'DEN YAVUZ SULTAN SELİM MH SATILIK BİNA,3,1,Doğalgaz (Kombi),77,6.000.000 TL,
Acil Komple Satılık Bina,3,1,Doğalgaz (Kombi),160,5.500.000 TL,
BAHÇELİEVLER'DE 240 M2 ARSALI 4 DAİRELİ SATILIK FIRSAT BİNA,4,1,Doğalgaz (Kombi),800,15.600.000 TL,
DÜNYA ÖZ İNŞ CEBECİ MAH SATILIK BİNA 111M2 HASTANEYE YAKIN,4,1,Doğalgaz (Kombi),111,7.750.000 TL,
Sahibinden Komple Satılık 3katlı bina,3,1,Doğalgaz Sobası,122,5.000.000 TL,
ORDU CADDE ÜZERİ KOMPLE SATILIK BİNA,8,2,Doğalgaz (Merkezi),1.200,236.000.000 TL,
BAYRAMPAŞA'DA METROYA VE TRAMWAYA 10DK MESAFE 4 KATLI BİNA,4,2,Doğalgaz (Kombi),239,24.000.000 TL,
TARABYA'DA KURUMSAL KİRACILI DAİRE VE DÜKKAN,2,1,Doğalgaz (Kombi),140,41.500.000 TL,
