_1,_2,_3,_4,_5,_6,_7
Cihangir'de Göbekte (A)Plus Ultra Lüks Karakterli Rezidans Bina,9 +,3,Doğalgaz (Merkezi),1.584,270.000.000 TL,
satılı bina,4,2,Doğalgaz (Kombi),350,60.000.000 TL,
YENİKÖY KÖYBAŞI CADDESİ YALILAR KARŞISINDA 3 DAİRELİ APARTMAN,4,1,Doğalgaz (Kombi),320,58.000.000 TL,
SARIYER'DE BEŞ ( 5 ) DAİRELİ SATILIK KOMPLE BİNA,5,1,Doğalgaz (Kombi),600,14.375.000 TL,
SAMANDRA OSMANGAZİ MAH. 303m2 ARSA İÇERİSİNDE ACİL SATILIK BİNA,3,2,Doğalgaz (Kombi),130,12.250.000 TL,
Galata Port'a Yürüme Mesafesinde Satılık Komple Bina,4,1,Doğalgaz (Kombi),220,22.000.000 TL,
BEŞİKTAŞ'ın MERKEZİNDE KOMPLE SATILIK 6 KATLI BİNA,6,1,Doğalgaz (Kombi),400,120.000.000 TL,
BARBAROS CADDESİ ÜZERİNDE 6 KATLI KİRACILI 900 M2 KOMPLE BİNA,6,1,Doğalgaz (Kombi),900,18.000.000 TL,
ACİL KELEPİR 11 DAİRE 4 DÜKKAN 960 m2 ARSASIYLA BİRLİKTE,8,2,Doğalgaz (Kombi),2.300,30.000.000 TL,
Seymende üç katlı tek daire fiyatına üç kat,3,1,Doğalgaz (Kombi),540,4.000.000 TL,
KUMBURGAZ'DA DENİZ MANZARALI KOMPLE SATILIK SIFIR BİNA,3,1,Doğalgaz (Kombi),313,16.000.000 TL,
BAYRAMPAŞA ALTINTEPSİ MAHALLESİNDE 4 KATLI SATILIK BİNA,4,1,Doğalgaz (Kombi),58,7.350.000 TL,
BEYLİKDÜZÜ METROBÜSTE SATILIK75 ODA 150 YATAKLI YURT BİNASI,8,5 +,Doğalgaz (Merkezi),4.500,165.000.000 TL,
İhtiyaçtan satılık ev ve arsa,3,1,Doğalgaz (Kombi),305,6.500.000 TL,
MERKEZİ KONUMDA.. SATILIK.. 5 KATLI.. KOMPLE BİNA + DÜKKAN,5,1,Doğalgaz (Kombi),800,60.000.000 TL,
REMAX ŞİRVAN'DAN ÇEKMEKÖY ALEMDAĞ'DA YATIRIMA UYGUN SATILIK BİNA,2,1,Doğalgaz (Kombi),1.000,15.500.000 TL,
PUSULA FLORYA'dan BALAT HASTANESİ KARŞISI KOMPLE SATILIK BİNA.,3,1,Doğalgaz (Kombi),150,14.250.000 TL,
SULTANBEYLİ MEHMET AKİF MAHALLESİNDE SATILIK MÜSTAKİL BİNA,3,1,Doğalgaz (Kombi),600,10.500.000 TL,
"Heybeliadanın merkezinde, altı işyeri üç daireli bina.",4,3,Doğalgaz (Kombi),72,17.000.000 TL,
PAMA'dan AYDINLI MERKEZDE 217 M2 ARSA ÜZERİNDE 2 KATLI BİNA,2,1,Doğalgaz (Kombi),120,6.350.000 TL,
KAĞITHANE PLAZALAR BÖLGESINDE KOMPLE SATILIK BİNA,3,2,Doğalgaz (Kombi),450,26.500.000 TL,
ERD EMLAK TAN BAYRAMPAŞA DA KOMPLE SATILIK BİNA,5,1,Doğalgaz (Kombi),111,8.500.000 TL,
ŞİSHANE METROYA 9 DK MESAFEDE OTELE UYGUN 110 M2 KÖŞE 2 PARSEL,3,2,Yok,300,9.500.000 TL,
SAHİBİNDEN 3+1 135m2 GENİŞ DAİRELER ULTRA GENİŞ HOL satılık bina,3,1,Doğalgaz (Kombi),135,7.600.000 TL,
CADDE ÜZERİ KÖŞE BİNA SATILIK,6,1,Doğalgaz (Kombi),720,34.000.000 TL,
SAHİBİNDEN MERKEZE 500 M. UZAKLİKTA BİNA (Kisa sureligine ),4,1,Soba,146,2.999.000 TL,
TELEVİ'DEN BAĞDAT CAD. 2000M2 KAPALI ALANLI DENİZ MANZARALI BİNA,8,2,Doğalgaz (Kombi),2.000,141.000.000 TL,
Fatih Balat'ta Satılık Bina,3,1,Doğalgaz (Kombi),45,8.500.000 TL,
Fatih Balat'ta 2 Satılık Bina,3,1,Doğalgaz (Kombi),90,18.000.000 TL,
MERKEZİ LOKASYONA YAKIN BAHÇELİ VE DEKARASYONLU SATILIK BİNA,4,4,Doğalgaz (Kombi),390,10.000.000 TL,
