_1,_2,_3,_4,_5,_6,_7
CİBALİ SATILIK PANORAMİK MANZARALI BİNA,5,2,Soba,605,18.000.000 TL,
ŞİŞLİ PANGALTI SATILIK KOMPLE BİNA,9 +,2,Doğalgaz (Kombi),1.128,70.000.000 TL,
"ARNAVUTKÖY de DENİZ MANZARALI, KOMPLE SATILIK 5 KATLI BİNA...",5,1,Doğalgaz (Kombi),570,74.500.000 TL,
BÜYÜKŞEHİR BELEDİYE BİNASI KARŞISINDA 1100 M2 SATILIK BİNA,7,1,Doğalgaz (Kombi),1.100,40.000.000 TL,
Beşiktaş Çarşıda komple satılık Bina,3,1,Yok,188,45.000.000 TL,
SARIYER MADEN BOĞAZ MANZARALI 264M2HİSSELİ,2,1,Doğalgaz (Kombi),264,20.000.000 TL,
BAĞCILAR SATILIK BİNA,5,1,Doğalgaz (Kombi),120,9.500.000 TL,
Satılık iskanlı mustakil bina,4,1,Doğalgaz (Kombi),300,9.000.000 TL,
BEYAZ'DAN YETKİLİ ALTINTEPE'DE 6 DAİRELİ BİNA'DA FIRSAT YATIRIM,6,1,Doğalgaz (Kombi),235,19.500.000 TL,
Sahibinden Beyoğlu'nda Yatırımlık Harika Bina.,6,1,Doğalgaz (Kombi),575,33.000.000 TL,
"KalyoncuKulluğu C.Tarlabaşı Bulvarına 3.Bina,Asans örlü,Bahçeli",6,1,Doğalgaz (Kombi),600,31.000.000 TL,
HAN EMLAK'TAN ÜMRANİYE LİSE METROYA 3DK 5 DAİRELİK SATILIK BİNA,5,1,Doğalgaz (Kombi),325,10.750.000 TL,
Avcılar Cihangir Mah. 14.Daireli 7. Yıllık Satılık Komple Bina,4,4,Doğalgaz (Kombi),1.400,39.000.000 TL,
SAMATYA BALIK PAZARI KARŞISI İKİNCİ DERECE TARİHİ ESER İKİ BİNA,3,1,Yok,85,8.000.000 TL,
PUSULA İNŞ.TAN CEBECİ MAH PROJESİ HAZIR SATILIK 130 ARSA,5,1,Doğalgaz (Kombi),130,7.500.000 TL,
SATILIK ULTRA LÜKS 7 KATLI TİCARİ BİNA,5,2,Doğalgaz (Kombi),350,44.800.000 TL,
AKSARAYDA FIRSAT 4 KATLI SIFIR BİNA,4,1,Doğalgaz (Kombi),90,15.000.000 TL,
YATIRIMLIK ARSA PAYI GENİŞ SATILIK BİNA,5,1,Doğalgaz (Kombi),140,16.000.000 TL,
BERRAK DENİZ FINDIKZADE 6 KATLI SIFIR EŞYALI KOMPLE BİNA,6,1,Klima,45,24.800.000 TL,
Dolapdere Benesta Recidence Karşısında Satılık Köşe Bina,3,1,Yok,165,3.750.000 TL,
MEHMET AKİF MAH.188 M2 ARSA ÜZERİNE KURULU SATILIK 3 KATLI BİNA,3,1,Doğalgaz (Kombi),120,6.250.000 TL,
FINDIKZADEDE SATILIK SIFIR BİNA,6,2,Doğalgaz (Kombi),102,31.000.000 TL,
BAĞCILARDA MÜKEMMEL KONUMDA SATILIK İKİ BİNA,5,5 +,Doğalgaz (Kombi),4.000,146.000.000 TL,
Var Sahibinden Satılık 9 + Geniş Doğalgaz (Kombi) Merkezi Konum,9 +,2,Doğalgaz (Kombi),1.128,17.850.000 TL,
Beykoz Elmalı'da 4 Katlı Müstakil Bahçeli İmarlı Satılık Bina,4,1,Doğalgaz (Kombi),600,23.000.000 TL,
Bollucada 3yola cephe 1.sınıf 3dükkan 6daire komple bina,5,2,Doğalgaz (Kombi),970,35.000.000 TL,
ŞİFA'DA ARSASIYLA KOMPLE SATILIK 2 KATLI BİNA,2,1,Doğalgaz (Kombi),220,4.360.000 TL,
ZEYTİNBURNU MERV CADDESİ ÜZERİ KOMPLE BİNA KENTSELE UYGUN,6,1,Yok,660,15.250.000 TL,
YENİ MESKEN GAYRİMENKUL'DEN SATILIK BİNA,3,1,Doğalgaz (Kombi),95,6.500.000 TL,
KARAKÖY'DE TERSANE CADDESİ ÜZERİNDE 335 M2 KOMPLE SATILIK BİNA,5,1,Klima,335,35.000.000 TL,
AVCILAR CİHANGİRDE SATILIK BİNAMIZ 6 DAİRELİK METROBÜSE YAKIN,3,3,Doğalgaz (Kombi),118,8.300.000 TL,
ARNAVUTKÖY'DE DENİZ MANZRALI SATILIK BİNA,4,1,Yerden Isıtma,170,27.000.000 TL,
TAKSİM TARLABAŞI BULVARI ÜZERİNDE SAHİBİNDEN SATILIK BİNA,8,1,Yok,750,75.000.000 TL,
"HISTORICAL BUILDING FOR SALE IN BALAT, ISTANBUL",6,1,Doğalgaz (Kombi),356,23.900.000 TL,
RAMİ CUMA DA EYÜP İSLAMBEY CADDESİNE YAKIN SATILIK BİNA,2,1,Doğalgaz (Kombi),125,6.750.000 TL,
Beyoğlu İngiliz Konsolosluğunun Karşısında Satılık Köşe Bina,7,1,Doğalgaz (Merkezi),1.420,160.000.000 TL,
