_1,_2,_3,_4,_5,_6,_7
ARNAVUTKÖY / ANADOLU MAH./ KOMPLE SATILIK BİNA,7,1,Doğalgaz (Kombi),336,21.000.000 TL,
200.000 TL KİRACILI NİŞANTAŞI NDA YATIRIM FIRSATI!!!,9 +,2,VRV,1.000,89.000.000 TL,
GÜNEŞLİDE KURUMSAL KİRACILI 9000 m2 SATILIK FABRİKA BİNASI,5,1,Doğalgaz (Kombi),9.000,225.000.000 TL,
ÜSKÜDAR SELİMİYE'DE 3 KATLI İMARLI SATILIK BİNA,3,1,Doğalgaz (Kombi),90,16.000.000 TL,
ŞİŞLİ'DE OTEL OLMAYA MÜSAİT. 24 DAİRELİ BİNA.ASANSÖRLÜ,6,2,Doğalgaz (Kombi),397,169.000.000 TL,
REMAX IDEA'dan RUMELİHİSARI-BOĞAZ MANZARALI SATILIK BİNA,3,1,Doğalgaz (Kombi),300,19.000.000 TL,
BEŞİKTAŞ CADDESİ ÜZERİNDE 7 KAT 55 m2 ASANSÖRLÜ,7,1,Doğalgaz (Kombi),495,98.000.000 TL,
KW EVREN | NUR-U OSMANİYE CADDESİ ÜZERİNDE SATILIK KOMPLE BİNA,5,1,Doğalgaz (Merkezi),320,102.000.000 TL,
"Doğadan AİRBNB yasaya uygun, yeni boş 7 katlı deniz manzaralı",6,1,Yerden Isıtma,480,65.000.000 TL,
230 METRE ARSASI OLAN 5 KATLI SIFIR TİCARİ KÖŞEBAŞI BİNA,5,1,Yerden Isıtma,650,20.300.000 TL,
EYÜPSULTAN NİŞANCI MAHALLESİNDE E5'E YAKIN BİNA,3,1,Doğalgaz (Kombi),346,21.500.000 TL,
Ümraniye Çarşıda Satılık PLAZA,4,1,Doğalgaz (Kombi),420,34.000.000 TL,
AYDOS ORMANLARININ KIYISINDA SATILIK 1300M2KOMPLE BİNA,5,2,Doğalgaz (Kombi),1.210,78.000.000 TL,
BEYOĞLUN DA TOPLAM 4 PARSEL FIRSAT SATILIK BİNALAR,3,1,Doğalgaz (Kombi),525,17.900.000 TL,
SULTANAHMETTE BİTİŞİK NİZAM SATILIK 2 BİNA,4,1,Doğalgaz (Kombi),500,41.000.000 TL,
KOMPLE SATILIK SIFIR BİNA,5,1,Doğalgaz (Kombi),650,28.500.000 TL,
İSTANBUL / MALTEPE / İDEALTEPE SATILIK MÜSTAKİL BİNA,2,1,Doğalgaz (Kombi),187,18.000.000 TL,
Kartal'da Komple Satılık Krediye Uygun 4 Katlı Depolu Sıfır Bina,4,1,Doğalgaz (Kombi),383,15.800.000 TL,
SAHİBİNDEN MERKEZİ KONUMDA SATILIK 5 KATLI BİNA,5,1,Doğalgaz (Kombi),125,11.500.000 TL,
sahibinden satılık bina,4,1,Doğalgaz (Kombi),115,13.500.000 TL,
AHMEDİYE MAHALLESİ'NDE 3 KATLI GÖL MANZARALI KOMPLE SATILIK BİNA,3,2,Doğalgaz (Kombi),175,5.500.000 TL,
KOMPLE SATILIK BİNA,4,2,Doğalgaz (Kombi),190,12.000.000 TL,
"Kocasinan'da, 40 Daire Bulunan Yüksek Kira Getirili Bina",5,5 +,Doğalgaz (Kombi),1.435,15.500.000 TL,
Kaçırılmayacak Fırsat! Bina Doğalgaz (Kombi) Merkezi Konum Hastalık Sebebiyle Yok,4,2,Doğalgaz (Kombi),190,6.850.000 TL,
Beşiktaş Satılık Komple Yeni Bina Boğaz Manzara,4,4,Doğalgaz (Kombi),655,109.900.000 TL,
EMEK MH.DE 157 M2 ARSALI HASTANEYE YAKIN KOMPLE BİNA,3,1,Doğalgaz (Kombi),157,5.750.000 TL,
Renovated Historical Building in Galata,6,1,Doğalgaz (Kombi),500,95.000.000 TL,
OLD BANKERS'DAN KANDİLLİ DE İŞ MERKEZİ İÇİN İDEAL BINA,3,1,Doğalgaz (Kombi),380,57.000.000 TL,
CİHANGİR PÜRTELAŞ SOKAKTA SATILIK MÜSTAKİL BİNA,5,1,Doğalgaz (Kombi),194,12.000.000 TL,
