_1,_2,_3,_4,_5,_6,_7
ECE PREMİUM'dan BAYRAMPAŞA YILDIRIM'DA SATILIK KOMPLE BİNA,5,1,Doğalgaz (Kombi),150,27.250.000 TL,
AYDIN EMLAK'TAN YATIRIMCININ DİKKATİNE 2 DÜKKANLI TARİHİ ESER,5,1,Doğalgaz (Kombi),320,55.000.000 TL,
Satılık komple 5 dairelik konut binası,5,1,Doğalgaz (Kombi),520,8.800.000 TL,
KÜÇÜKÇEKMECE İKİTELİ ATATÜRK MAH 8 KATLI SATILIK BİNA 149 m2,7,5 +,Doğalgaz (Kombi),149,14.000.000 TL,
N&G NEFES'TEN BEYKOZ TOKATKÖY'DE MÜSTAKİL İMAR GELİCEK YERDE,2,1,Doğalgaz (Kombi),320,19.500.000 TL,
743M2 ARSA İÇERSİNDE TAPU NİTELİĞİ BAHÇELİ KAGİR EV(2.DERECE),2,1,Doğalgaz Sobası,743,92.000.000 TL,
"AsHill'den Mükemmel Konumda, Airbnb Uygun, 8 Daire Hazır",3,2,Doğalgaz (Kombi),610,50.000.000 TL,
KAMELYA EMLAK'TAN Bağcılar Cad.Üzeri Köşe 5Katlı Masrafsız Bina,5,1,Doğalgaz (Kombi),1.000,41.350.000 TL,
Ana Cadde Üzerinde Ticari + Konut Satılık Bina,3,1,Doğalgaz (Kombi),125,9.200.000 TL,
SULTANAHMET'TE 4 KATLI SATILIK BOŞ TARİHİ BİNA,4,1,Doğalgaz (Merkezi),250,14.500.000 TL,
BÜYÜKÇEKMECE CELALİYE MERKEZ DE SATILIK 3 KATLI BİNA,3,1,Doğalgaz (Kombi),144,11.700.000 TL,
MÜSTAKİL BİNA(Merkezi konuma),4,1,Doğalgaz (Kombi),460,11.000.000 TL,
"Sefaköy Merkez de Satılık Komple Bina,Metrobüse Yakın",3,2,Doğalgaz (Kombi),500,21.000.000 TL,
Beyoğlu İstiklal Caddesi'nde Satılık Bina,7,1,Yok,450,88.000.000 TL,
BOĞAZIN İNCİSİ ÇENGELKÖYÜN KALBİNDE CADDE ÜSTÜ FIRSAT BİNA!,3,1,Doğalgaz (Merkezi),285,19.750.000 TL,
Yok Geniş Doğalgaz (Kombi) Merkeze 5 dk Uzaklıkta Bina Acil!,5,1,Doğalgaz (Kombi),150,13.500.000 TL,
PERA PALAS'A YÜRÜME MESAFESİNDE TAMAMEN YENİLENMİŞ SATILIK BİNA,5,1,Doğalgaz (Kombi),205,17.500.000 TL,
yatırımlık komple bina (cadde köşesi),4,1,Doğalgaz (Kombi),90,11.500.000 TL,
BEŞİKTAŞ ÇARŞI İÇİNDE KOMPLE BİNA,4,1,Doğalgaz (Kombi),160,12.400.000 TL,
LALELİ ŞAİR HAŞMET SOKAK SATILIK 1120M -FIRSAT-İŞ MERKEZİ,8,1,Klima,1.120,270.000.000 TL,
Heybeli'de yan yana 1181 m2 iki parsel ve içinde 4 daireli bina,2,2,Yok,1.181,15.000.000 TL,
Galata Şişhane 'de Satılık Bina,3,1,Klima,90,16.000.000 TL,
"burgaz bambaşka. kibar,butik. rıhtımda 1/2 hissesi satılık yalı.",2,2,Yok,728,23.000.000 TL,
CADDEYE 2. PARSEL 9 DAİRELİ SATILIK KOMPLE BİNA,4,2,Doğalgaz (Kombi),900,11.250.000 TL,
SAHİBİNDEN SATILIK BİNA,3,1,Doğalgaz (Kombi),120,12.500.000 TL,
SULTANBEYLİDE 240M2 KOMPLE SATILIK BİNA,4,1,Doğalgaz (Merkezi),240,7.900.000 TL,
ULUS MAHALLESİNDE SATILIK BİNA,4,1,Doğalgaz (Kombi),85,26.500.000 TL,
TEK ADRES GAYRİMENKUL'DEN ESENYURT'TA SATILIK BİNA (7 AD. DAİRE),6,5 +,Doğalgaz (Kombi),500,10.000.000 TL,
ŞAH MURAT EMLAK TAN SATİLİK KOMPLE BİNA,4,1,Doğalgaz (Kombi),480,21.500.000 TL,
istanbul`un göz bebeği yükselen yıldızı GALATAPORT un hemen yanı,3,1,Soba,150,8.400.000 TL,
DENİZ MANZARALI 3 KATLI BİNA.,3,1,Doğalgaz (Kombi),50,8.250.000 TL,
iki katlı bahçeli doğalgazlı bina,2,1,Doğalgaz (Kombi),120,3.750.000 TL,
Esenyurt/İnönü Mah/Cadde Üstü,5,1,Doğalgaz (Kombi),132,16.500.000 TL,
Beyoğlu Tomtom'da Satılık 5 Katlı Bina,5,1,Doğalgaz (Merkezi),680,50.000.000 TL,
