_1,_2,_3,_4,_5,_6,_7
Acil satılık sahile 50 metre 420 m'2 bina,3,2,Doğalgaz (Kombi),420,26.000.000 TL,
ZEYTİNBURNU TEKSTİL ÇARŞISI'NDA SATILIK KOMPLE BİNA,4,2,Doğalgaz (Kombi),149,56.000.000 TL,
ERSOYLAR YAPI EMLAKTAN ALTINTEPSİDE 370m2 PARSEL BİNA,4,5 +,Doğalgaz (Kombi),371,28.300.000 TL,
YILMAZ'DAN ULUS MAHALLESİNDE KOMPLE SATILIK BİNA,3,1,Doğalgaz (Kombi),130,10.000.000 TL,
YUKARIDUDULLU MODOKO YANI SATILIK 610 M2 KOMPLE BİNA,4,2,Yok,610,10.900.000 TL,
AYAZOĞLU EMLAK'TAN 5 KATLI SATILIK BİNA,5,1,Doğalgaz (Kombi),135,8.500.000 TL,
SEYRANTEPE'DE MERKEZİ KONUMDA EXPERT'TEN SATILIK BİNA,9 +,1,Doğalgaz (Kombi),2.650,45.000.000 TL,
ESENYURT SAADETDERE 5 KATLI 10 DAİRELİK KOMPLE SATILIK BİNA,5,2,Doğalgaz (Kombi),700,32.000.000 TL,
BÜYÜK ÇAMLICA KISIKLIDA 263m2 ARSA İÇİNDE 4 KATLI BİNA,4,1,Doğalgaz (Kombi),450,29.500.000 TL,
TAKSİM MEYDANA ÇOK YAKIN SATILIK KOMPLE BİNA,6,1,Doğalgaz (Kombi),400,24.750.000 TL,
DENGEİUM'DAN İMDAT TORAMAN CAD. KÖŞE BAŞI SATILIK KOMPLE BİNA,7,1,Doğalgaz (Kombi),160,160.000.000 TL,
Emirgan Boyacıköy de Aynı Bahçede Boğaz Manzaralı İki Ayrı Bina,4,1,Doğalgaz (Kombi),800,66.000.000 TL,
GALATA'DA DOĞAN APT. YANI,6,1,Doğalgaz (Kombi),310,42.500.000 TL,
