_1,_2,_3,_4,_5,_6,_7
SATILIK 3+1 acil,4,2,Doğalgaz (Kombi),120,3.850.000 TL,
PENDİK'TE SATILIK BİNA,6,2,Doğalgaz (Kombi),558,160.000.000 TL,
ACİL SATILIK 5 KATLI BİNA,5,1,Doğalgaz (Kombi),157,6.500.000 TL,
DİSENA YALI PARSELİ TİCARİ MODERN KOMPLE BİNA 7+2 1100 M2,5,1,Yerden Isıtma,1.100,375.000.000 TL,
Aile binası temiz ve bakımlı,5,1,Doğalgaz (Kombi),404,19.900.000 TL,
103 BİN KİRA GETİRİLİ BİNA,5,3,Doğalgaz (Kombi),180,10.900.000 TL,
CİHANGİRDE BAHÇELİ SATILIK 4 KATLI SATILIK BİNA,4,2,VRV,430,41.500.000 TL,
Yeşilova Mahallesi Komple Satılık Ultra Lüks Bina 600 m2,3,1,Doğalgaz (Kombi),600,25.600.000 TL,
MADENOĞLU'NDAN* ATATÜRK CADDESİNE YAKIN KOMPLE SATILIK BİNA,3,1,Doğalgaz (Kombi),80,4.350.000 TL,
Bostancı Satılık Beş katlı Bina,5,1,Doğalgaz (Merkezi),288,15.000.000 TL,
SÖĞÜTLÜÇEŞME CAD SİFTAH SOKAKTA BULUNMAZ KOMPLE BİNA,7,1,Doğalgaz (Kombi),910,55.000.000 TL,
Alibeyköy Karadolap'ta Çok Uygun Fiyatlı Köşe Başı Satılık Bina.,2,2,Doğalgaz (Kombi),114,4.500.000 TL,
CADDE ÜZERİNDE 333m2 İMARLI ARSA ÜZERİNDE 4 KATLI BİNA,4,1,Doğalgaz (Kombi),600,16.000.000 TL,
KADIKÖYDE BAHÇELİ TARİHİ BİNA,4,1,Doğalgaz (Kombi),220,7.750.000 TL,
AYAR GAYRİMENKULDEN ACİL MUSTAKİ VİLA SATILIK,4,4,Doğalgaz (Kombi),350,25.000.000 TL,
Pendik Esenyalı'da komple satılık Bina,5,2,Doğalgaz (Kombi),220,49.000.000 TL,
Gaziosmanpaşa Merkez Cadde Üzeri 4000 m2 Satılık 2 Adet Bina,6,1,Doğalgaz (Kombi),3.945,85.000.000 TL,
Balat`ta 4 DAİRELİ TERASLI VE BAHÇELİ BİNA - Airbnb`ye uygun,5,1,Doğalgaz (Kombi),260,9.000.000 TL,
SATILIK 4 KATLI APARTMAN!,4,1,Doğalgaz (Kombi),136,45.000.000 TL,
Bağcılar Yıldıztepe Mah Satılık 4 Katlı Arsa Tapulu Bina,4,1,Doğalgaz (Kombi),183,11.000.000 TL,
REDSTONE MİMARHAYRETTİN'DE LÜX OTELLER BÖLGESİNDE KELEPİR 6 KAT,6,5 +,Yok,720,190.000.000 TL,
"BALAT'DA RESTORASYONU, GÜÇLENDİRİLMESİ YAPILMIŞ SATILIK BİNA",4,1,Doğalgaz (Kombi),175,12.850.000 TL,
SİLİVRİDE E-5 YANYOLA 27 METRE CEPHE 744 M2 SATILIK TİCARİ+KONUT,2,1,Doğalgaz (Kombi),700,15.000.000 TL,
CenkCaddede Cağaloğlu Nuruosmaniye 7 Katlı Satılık Bina 350m²,7,1,Doğalgaz (Merkezi),350,45.000.000 TL,
CenkCaddede Eminönü Yeşildirek 7 Katlı Satılık Bina 700m²,7,1,Doğalgaz (Merkezi),700,35.000.000 TL,
ÖZKARDEŞLER GRUP EMLAKTAN ARSA TAPULU BİNA,7,2,Doğalgaz (Kombi),1.050,32.500.000 TL,
CİHANGİR CAMİİ MEVKİİNDE 1.840 M2 SATILIK KOMPLE BİNA,6,2,Doğalgaz (Kombi),1.840,280.000.000 TL,
FATİH DRAMAN BALAT'TA GELECEĞE YATIRIM 8 DAİRELİ SATILIK BİNA,5,1,Doğalgaz (Kombi),360,18.000.000 TL,
GÖNÜL GAYRİMENKUL MERKEZİ KONUM DA YATIRIMLIK SATILIK BİNA,3,1,Doğalgaz (Kombi),143,10.990.000 TL,
