_1,_2,_3,_4,_5,_6,_7
AYKA EMLAKTAN ANA CADDEDE SATILIK BİNA,2,2,Klima,235,19.500.000 TL,
2400 m2 BAHÇE İÇİNDE 10 ADET DAİRE + HAVUZ,1,5 +,Klima,2.400,21.000.000 TL,
KARABAGLAR ALİ FUAT CEBESOYDA 2 KATLI BİNADA 2 AYRI DAİRE,2,1,Klima,116,4.000.000 TL,
"MERSİNLİ DE, 207 m² ARSA ÜSTÜNDE TİCARİ+KONUT İMARLI KOMPLE BİNA",3,1,Yok,207,8.350.000 TL,
EVKA 3 CADDE ÜZERİNDE 1.876 M2 ARSA 900 M2 K.ALANDA OKUL KLİNİK,2,5 +,Klima,900,67.500.000 TL,
Karabağlar Yunus Emre mahallesinde Komple Satılık Bina,2,1,Klima,129,2.550.000 TL,
"KEMALPAŞA OVACIK YAYLASINDA MEYVE AĞAÇLI,MÜŞTEMİLATLI MALİKHANE",2,2,Soba,330,23.000.000 TL,
Kendi evim,1,2,Doğalgaz (Kombi),120,1.900.000 TL,
TURPA SAYGINDAN BUCA DA SATILIK 4 KATLI BİNA,4,1,Klima,103,3.650.000 TL,
GERI KAZANIMCILAR SITESINDE SATILIK BİNA,2,1,Klima,350,8.250.000 TL,
BORNOVA ALTINDAĞ KANDERE ÇOCUK PARKI Yanında ACİL SATILIK BİNA,2,2,Doğalgaz (Kombi),120,5.500.000 TL,
GÜNALTAY MAHALLESİNDE YATRIMLIK 4 KATLI SATILIK BİNA,4,1,Doğalgaz (Kombi),90,6.500.000 TL,
BUCA GÖKSU MAH ACİL SATILIK 3 KATLI KÖŞE BİNA,3,1,Doğalgaz (Kombi),126,4.500.000 TL,
Bayraklı Muhittin Erener Mahallesi Satılık Bina,2,1,Yok,240,6.500.000 TL,
Atatürk mahallesinde satılık bina,4,1,Doğalgaz (Kombi),427,17.000.000 TL,
RENAXTAN GIDA ÇARŞISINDA 8 KATLI 1500 M2 SATILIK BİNA,8,1,Doğalgaz (Kombi),1.500,125.000.000 TL,
OĞUZLAR MAH. GAZİLER CAD. KOMPLE SATILIK 5 KATLI BİNA - İŞYERİ,5,1,Klima,224,21.000.000 TL,
ÇEŞME ÇARŞIDA 3 KATLI GİRİŞİ DÜKKAN 220 M2 KULLANIM ALANLI BİNA,3,2,Klima,220,19.500.000 TL,
BUKET EMLAKTAN SATILIK MÜSTAKİL 6+1 TRİBLEX,3,1,Doğalgaz (Kombi),280,10.500.000 TL,
Buca yeni kaymakamlık karşısı komple satılık sıfır bina,4,2,Doğalgaz (Kombi),100,12.500.000 TL,
İZMİR'İN İŞBANKASI EVLERİNDE MÜSTAKİL VİLLAMIZ SATILIKTIR.,2,1,Jeotermal,200,25.000.000 TL,
KONAK BASMANE DE SATILIK BINA VEYA KAT KARSILIGI,3,1,Klima,103,5.250.000 TL,
KARABAĞLAR BOZYAKA'DA 4 KATLI KOMPLE BİNA,4,1,Soba,115,3.750.000 TL,
GÜMÜŞPALA MERKEZDE KAÇIRILMAYACAK KOMPLE SATILIK 6+1 FIRSAT BİNA,3,1,Klima,223,10.500.000 TL,
Ersü'den Fırsat 3 Adet 2+1 Daire Doğalgazlı,3,3,Doğalgaz (Kombi),120,3.650.000 TL,
FİNALİM EMLAKTAN BORNOVA KEMALPAŞA CADDESİNDE KOMPLE BİNA,4,1,Klima,140,5.750.000 TL,
GÜMÜLDÜR MERKEZDE KOMPLE İŞYERİ VE BİNA,4,3,Doğalgaz (Kombi),257,35.000.000 TL,
SAHİBİNDEN MERKEZİ KONUMDA FIRSAT BİNA VE MÜSTAKİL BİR DÜKKAN,3,1,Doğalgaz (Merkezi),404,15.750.000 TL,
MÜHENDİS EMLAKTA KARABAĞLAR ÇİTLENBİKTE 81M2 2KATLI BİNA SATILIK,2,1,Yok,81,1.999.999 TL,
Alsancak'ın Merkezinde 5 Katlı Özel Yapım,5,1,Doğalgaz (Kombi),142,18.000.000 TL,
,,,,,,
Tektapu 3daire1ev fiyatına.Denize 100m ACİL SATILIK 8500.0000TL,3,1,Soba,270,8.500.000 TL,
KURULUŞ EMLAKTAN YEŞİLBAHLARDA KOMPLE SATILIK 4 KATLI BİNA,4,1,Doğalgaz (Kombi),140,4.000.000 TL,
___444'DEN___ MERİÇ MAHALLESİN'DE 3.5 KATLI BİNA,3,1,Soba,130,2.750.000 TL,
YAKAKÖY'DE KOMPLE SATILIK ÜÇ KATLI MANZARALI BİNA,3,1,Soba,400,10.000.000 TL,
KENT GAYRİMENKUL'DEN MERKEZDE ALT DÜKKAN ÜST DAİRE SATILIK BİNA,2,1,Yok,80,1.580.000 TL,
ROYAL'DEN ÇEŞME MERKEZDE %100 İMARLI ESKİ TAŞ EV,2,5 +,Yok,189,12.200.000 TL,
Karaburun Kösedere Köy Evi Satılık,1,1,Soba,65,950.000 TL,
MERSİNPINAR GÜLTEPE MAH. 244 M2 4 KATLI BİNA 1 DÜKKAN 1 MÜSTAKİL,5,1,Klima,244,7.990.000 TL,
ÇİFTLİK MERKEZ'DE DENİZE SIFIR KOMPLE SATILIK BİNA,2,5 +,Klima,208,35.000.000 TL,
KARŞIYAKA ÖRNEKKÖY'DE YATIRIMA UYGUN SATILIK KOMPLE BİNA,2,1,Klima,138,4.500.000 TL,
Buca İnönü Mahallesi'nde Komple Satılık Bina,2,1,Yok,74,1.890.000 TL,
YENİ KAYMAKAMLIK KARŞISI 7 DAİRE 2DÜKKAN SIFIR BİNA,4,2,Doğalgaz (Kombi),160,12.500.000 TL,
KURAYDAN MÜTHİŞ FIRSAT!!! 3 KATLI SATILIK BİNA DÜKKAN SD-614,4,1,Doğalgaz (Kombi),203,9.792.000 TL,
KURAYDAN SATILIK ARSASIYLA BİRLİKTE 3 KATLI BİNA SD-612,3,1,Doğalgaz (Merkezi),110,10.000.000 TL,
KOMPLE SATILIK KÖŞE BİNA ( 2 DAİRE 3 DÜKKAN ),3,1,Klima,300,6.500.000 TL,
ONYIL GAYRİMENKUL(Ticari) CADDE ÜSTÜ KOMPLE SATILIK BİNA !!!,6,2,Doğalgaz (Kombi),1.685,47.500.000 TL,
"BÜYÜK EMLAK""TAN BORNOVA ÇAMDİBİ MAHALLESİNDE KÖŞE KOMPLE BİNA",3,1,Doğalgaz (Kombi),126,7.800.000 TL,
İZMİR KONAK ALSANCAK STADI YANI SATILIK BİNA VE ARSASI,7,1,Yok,8.555,319.000.000 TL,
İZMİR BASMANE MEYDANI KÖŞE KONUMDA SATILIK 10 KATLI OTEL BİNASI,9 +,1,Yok,404,225.000.000 TL,
ERA NİVA'DAN BORNOVA ÜMİT MAHALLESİ'NDE SATILIK 2 KATLI BİNA,2,1,Doğalgaz (Kombi),140,6.250.000 TL,
DENİZMEN GAYRIMENKULDEN MALİYECİLERDE SATILIK 4 KATLI BİNA,4,1,Doğalgaz (Kombi),184,10.100.000 TL,
GÜZELBAHÇE YELKİ'DE MÜKEMMEL KONUMDA KOMPLE SATILIK BİNA,3,2,Doğalgaz (Kombi),800,52.000.000 TL,
İZMİR BAYRAKLI OSMANGAZİ MAHALLESİ SATILIK 5 KATLI BİNA,5,1,Klima,286,15.690.000 TL,
FİNALİM EMLAK'DAN BAYRAKLI'DA KOMPLE BİNA,3,2,Klima,480,6.500.000 TL,
4 Katlı Bina + Dükkan ve Açık otoparkı KOMPLE SATILIKTIR,4,1,Doğalgaz (Kombi),425,14.500.000 TL,
BORNOVA MEVLANA İTK KOLEJİ KARŞISI DÜKKAN+4 DAİRE SATILIK,5,1,Doğalgaz (Kombi),100,15.500.000 TL,
_444_DEN GÜMÜŞPALA'DA KISMİ DENİZ MANZARALI KÖŞE KONUMLU BİNA,3,2,Doğalgaz (Kombi),125,6.500.000 TL,
Aliaga da Satilik Komple Bina,3,1,Doğalgaz (Kombi),600,30.000.000 TL,
KALYONCU GAYRİENKUL'DEN BOZYAKA UMUT MH.DE 2 KATLI BİNA,2,1,Klima,194,3.000.000 TL,
NURFENDEN 3 KATLI 2+1 GENİŞ BAHÇELİ TERASLI 145 m2 SATILIK BİNA,3,1,Yok,145,5.900.000 TL,
Bina Sahibinden Soba Merkezi Konum Emlak Ofisinden  Kaçırılmayacak Fırsat!,3,1,Soba,172,7.990.000 TL,
İZMİR YENİŞEHIR DE SATILIK BINA,3,1,Yok,210,3.400.000 TL,
YATIRIMLIK CADDE ÜZERİ 2 KATLI MÜSTAKİL EV GURCEŞME MERKEZ,2,1,Soba,66,960.000 TL,
MENDERES DE TAKASA UYGUN ARSA VE BİNASI ARSA FİYATINA,3,1,Doğalgaz (Kombi),300,10.000.000 TL,
İZMİR KONAK TARIHI AGORA ÖREN YERE KOMSU SATILIK BINA,3,1,Yok,230,3.800.000 TL,
İZMİR KARABAĞLAR PEKER MAHALLESİNDE MÜSTAKİL 2 DAİRE VE ARSASI,3,1,Soba,172,3.300.000 TL,
YİĞİTOĞLU GM'DEN SATILIK 3 KATLI KİRACILI BAHÇELİ BİNA,3,1,Soba,151,5.250.000 TL,
Konak Alsancak Gümrük Ve Tapu Lokasyonunda Komple Satılık Bina,3,1,Doğalgaz (Kombi),200,16.000.000 TL,
"İzmir, Çiğli, Anadolu Caddesin de, Komple Satılık Bina",3,2,Yok,201,23.900.000 TL,
İZMİR BASMANE TREN GARINA YAKIN YATIRIMLIK TURIZM VE TICARI MULK,3,3,Yok,85,2.400.000 TL,
Bayındır Yeşilova Mah.nde Satılık Kerpiç Ev,1,1,Soba,477,930.000 TL,
Kıbrısşehitlerinde Stratejik Bölgede Kurumsal Kiracılı Bina,7,1,Yok,250,250.000.000 TL,
KARABAĞLAR YURTOĞLU MAHALLESİNDE KOMPLE SATILIK BİNA,3,1,Yok,308,4.900.000 TL,
BYS GAYRİMENKULDEN GAZİEMİR GAZİ MAH. SATILIK 5 KATLI BİNA,5,1,Klima,339,19.000.000 TL,
BORNOVA ALTINDAĞ 4 KAT BİNA,4,1,Doğalgaz (Kombi),130,6.250.000 TL,
MERKEZİ KONUMDA FIRSAT MÜSTAKİL 140 M2 İMARLI 3 KATLI KÖŞE BİNA,3,1,Doğalgaz (Kombi),520,9.500.000 TL,
ELİT EMLAK' DAN SARNIÇ DA 3 KATLI MÜSTAKİL BİNA,3,1,Doğalgaz (Kombi),165,7.500.000 TL,
EMEK MAHALLESİNDE RUHSATLI KOMPLE SATILIK BİNA,3,1,Doğalgaz (Kombi),145,6.000.000 TL,
