_1,_2,_3,_4,_5,_6,_7
GAİA REAL'DEN SATILIK KOMPLE BİNA 2 ADET DÜĞÜN SALONU MEVCUT,4,2,Doğalgaz (Kombi),750,38.000.000 TL,
FAWORİ GAYRİMENKUL DEN TEKSTİLKENTTE SATILIK 4 KATLI TİCARİ BİNA,4,2,Yok,320,31.000.000 TL,
HASKENT EMLAK GYO'DAN CENGİZ TOPELDE SATILIK KOMPLE BİNA,2,2,Soba,130,4.000.000 TL,
Roadmates Gayrimenkul' den Çarşı Merkez' de Satılık Bina,3,1,Doğalgaz (Kombi),165,13.500.000 TL,
BELKIZ MAH SATILIK MÜSTAKİL BİNA,5,1,Doğalgaz (Kombi),200,9.500.000 TL,
SARIGELİN'DEN PANCARLIDA MUHTEŞEM KONUMDA SATILIK BİNA,5,1,Doğalgaz (Kombi),1.330,22.750.000 TL,
,,,,,,
BATMAZ GAYRİMENKUL'DAN BEYKENT DE 2+1 SATILIK DAİRE,6,4,Doğalgaz (Merkezi),95,1.350.000 TL,
FIRSAT..! YÜKSEK KİRA GETİRİLİ ULTRA LÜKS 7 ADET DAİRE VE DEPO,2,4,Doğalgaz (Kombi),500,13.000.000 TL,
ÇIKSORUT MAHALLESİN'DE SATILIK BİNA,2,2,Doğalgaz (Merkezi),130,2.400.000 TL,
MosAnkadan Binevler'de Satılık Yüksek Kira Getirili Komple Bina,5,2,Doğalgaz (Merkezi),175,6.500.000 TL,
ANA CADDE ÜZERİ 7 DAİRE 3 DÜKKAN +,3,2,Yok,380,18.500.000 TL,
sefer Paşa Mahallesi'nde Panorama Müzesi'nin yanında satılık bin,2,2,Doğalgaz (Kombi),190,2.180.000 TL,
OLUŞUM EMLAK'dan GÜNEYKENT MAH.KİRA GETİRİLİ KOMPLE BİNA,4,4,Doğalgaz (Kombi),700,18.500.000 TL,
HASARSIZ BİNA YÜKSEK KİRA GETİRİLİ LÜKS EŞYALI SATILIK 18 DAİRE,3,4,Doğalgaz (Merkezi),525,45.000.000 TL,
ERA-TIME KURUMSAL'DAN GÜNEŞ MAH SALI PAZARI YANI KATTAN BÖLME,1,1,Doğalgaz (Kombi),145,935.000 TL,
Sahibinden komple satlık bina,5,1,Doğalgaz (Kombi),180,10.000.000 TL,
SAMİ BAKIR DAN GÜVENEVLERDE KOMPLE 4KATLI BİNA,4,2,Doğalgaz (Kombi),600,29.500.000 TL,
GÜNEŞ MAH'DE PARK CEPHELİ SATILIK 4 KATLI BİNA,4,4,Doğalgaz (Kombi),180,4.500.000 TL,
BASRA ONATKUTLAR DA SATLIK KOMPLE BİNA VE DÜKKAN,5,1,Doğalgaz (Kombi),166,8.500.000 TL,
^^FIRSAT İLANI^^ YEDİTEPE NİN EN NEZIH MEVKİSİNDE SATILIK BİNA,5,5 +,Doğalgaz (Merkezi),950,47.000.000 TL,
İSTİKLAL MAHALLESİNDE SATILIK KÖŞE BAŞI KOMPLE 3 KATLI BİNA,3,1,Doğalgaz (Kombi),150,3.200.000 TL,
Geniş Emlak Ofisinden  Emsalsiz Konumda Doğalgaz (Kombi) Ferah Bina,3,1,Doğalgaz (Kombi),150,1.350.000 TL,
Durantaş Harika Bağevi,2,1,Klima,6.600,23.750.000 TL,
İKRAM EMLAKTAN ACİL SATILIK BİNA GENİŞ TERASLI.,4,1,Soba,130,2.800.000 TL,
REMAX GÖKÇEM TURAB KÜLLÜK'DEN AKYOL'DA SATILIK BİNA,4,1,Doğalgaz (Kombi),100,10.500.000 TL,
YEDİTEPE'DE SATLIK 3+1 SATLIK EV DOĞALGAZLI,1,1,Doğalgaz (Kombi),275,3.200.000 TL,
ARSLANOĞLU'NDAN DUMLIPINAR'DA 3 KATLI MÜSTAKİL BİNA!!!,3,1,Doğalgaz (Kombi),110,2.300.000 TL,
RİVA GAYRİMENKUL'DEN EMEK'TE 4 KATLI KOMPLE SATILIK BİNA,4,1,Yerden Isıtma,488,30.000.000 TL,
LİMANDAN MÜKEMMEL FIRSAT BİNA,4,1,Doğalgaz (Kombi),595,22.250.000 TL,
A3 ARSA ÜZERİNDE 3 KATLI TERASLI ALTTAN ISITMALI BİNA,3,1,Yerden Isıtma,503,10.500.000 TL,
komple satılık bina,5,5 +,Doğalgaz (Merkezi),100,45.000.000 TL,
