1,2,3,4,5,6
7,1.0,2,650,27500000,34
5,1.0,0,177,24650000,34
7,2.0,0,490,13750000,34
4,2.0,0,150,14400000,34
2,1.0,4,743,425000000,34
5,1.0,0,450,26500000,34
3,2.0,2,310,350000000,34
6,,0,960,50000000,34
5,2.0,0,4,425000000,34
5,1.0,0,515,81000000,34
2,1.0,4,743,92000000,34
5,1.0,0,750,32000000,34
4,1.0,0,120,20500000,34
5,2.0,0,419,30000000,34
4,1.0,0,140,16500000,34
5,1.0,0,90,10000000,34
3,2.0,0,283,2600000,34
4,1.0,0,120,8500000,34
4,3.0,1,720,47250000,34
2,1.0,0,300,11500000,34
5,3.0,0,2,495000000,34
4,1.0,4,130,58000000,34
3,1.0,0,750,28000000,34
2,1.0,6,119,6500000,34
7,1.0,0,595,34000000,34
5,,3,1,350000000,34
7,1.0,0,8,98000000,34
4,1.0,0,95,14500000,34
4,1.0,0,75,8000000,34
6,1.0,0,900,34199000,34
4,1.0,0,130,13500000,34
6,1.0,0,127,23000000,34
4,1.0,0,63,14000000,34
4,1.0,0,420,11800000,34
4,1.0,0,140,8900000,34
4,1.0,0,144,5300000,34
4,1.0,0,590,15950000,34
4,1.0,0,200,10800000,34
4,1.0,0,131,21500000,34
4,1.0,0,225,16500000,34
4,1.0,0,165,18750000,34
5,2.0,0,1,25750000,34
4,1.0,2,280,7500000,34
4,1.0,0,305,29500000,34
5,1.0,0,365,28000000,34
4,1.0,0,650,70000000,34
5,1.0,0,410,110000000,34
5,1.0,1,2,262500000,34
7,1.0,0,120,15000000,34
4,1.0,0,1,350000000,34
3,1.0,0,450,14000000,34
5,2.0,0,800,36750000,34
5,1.0,0,500,9950000,34
2,1.0,6,340,9000000,34
9,3.0,2,1,270000000,34
4,2.0,0,350,60000000,34
4,1.0,0,320,58000000,34
5,1.0,0,600,14375000,34
3,2.0,0,130,12250000,34
4,1.0,0,220,22000000,34
6,1.0,0,400,120000000,34
6,1.0,0,900,18000000,34
8,2.0,0,2,30000000,34
3,1.0,0,540,4000000,34
3,1.0,0,313,16000000,34
4,1.0,0,58,7350000,34
8,,2,4,165000000,34
3,1.0,0,305,6500000,34
5,1.0,0,800,60000000,34
2,1.0,0,1,15500000,34
3,1.0,0,150,14250000,34
3,1.0,0,600,10500000,34
4,3.0,0,72,17000000,34
2,1.0,0,120,6350000,34
3,2.0,0,450,26500000,34
5,1.0,0,111,8500000,34
3,2.0,1,300,9500000,34
3,1.0,0,135,7600000,34
6,1.0,0,720,34000000,34
4,1.0,6,146,2999000,34
8,2.0,0,2,141000000,34
3,1.0,0,45,8500000,34
3,1.0,0,90,18000000,34
4,4.0,0,390,10000000,34
4,1.0,0,67,10000000,34
6,4.0,0,118,13500000,34
7,1.0,0,105,15400000,34
4,2.0,0,600,28000000,34
5,1.0,5,480,62000000,34
6,1.0,0,2,300000000,34
4,1.0,0,1,210000000,34
5,3.0,0,740,39000000,34
3,1.0,0,150,5150000,34
5,1.0,0,500,15600000,34
5,1.0,0,171,6850000,34
3,3.0,0,314,11900000,34
9,1.0,0,1,195000000,34
2,1.0,0,230,4499000,34
4,1.0,1,224,5600000,34
3,1.0,0,170,5500000,34
6,1.0,1,550,37500000,34
5,1.0,0,550,20250000,34
5,1.0,0,250,15000000,34
2,2.0,0,1,51000000,34
2,1.0,4,350,8650000,34
4,2.0,0,150,6400000,34
5,1.0,0,800,48500000,34
7,2.0,0,1,92500000,34
6,2.0,0,1,57000000,34
3,1.0,0,197,4700000,34
5,1.0,0,450,13750000,34
3,3.0,0,220,17000000,34
6,3.0,2,2,535000000,34
7,1.0,0,450,85000000,34
6,1.0,0,2,11000000,34
4,1.0,0,150,7500000,34
5,1.0,0,550,8350000,34
2,1.0,0,260,14000000,34
3,1.0,6,285,3000000,34
4,1.0,1,160,7400000,34
4,1.0,5,200,11000000,34
7,,2,680,37750000,34
4,2.0,0,1,51900000,34
5,2.0,0,115,16500000,34
8,2.0,1,600,90000000,34
9,,2,2,125000000,34
8,1.0,5,460,63000000,34
3,1.0,0,180,6000000,34
4,1.0,0,350,16000000,34
5,1.0,5,600,87750000,34
6,1.0,0,800,14300000,34
8,1.0,1,2,100000000,34
5,1.0,0,90,12000000,34
3,2.0,0,575,40000000,34
7,1.0,0,120,4750000,34
1,1.0,0,100,500000,35
2,,1,150,17000000,35
3,1.0,0,205,3000000,35
3,1.0,2,108,5150000,35
2,2.0,1,800,12000000,35
3,1.0,0,60,810000,35
3,1.0,2,120,8100000,35
2,1.0,1,188,29500000,35
3,1.0,2,390,7750000,35
5,1.0,3,1,28000000,35
3,2.0,2,426,7000000,35
4,1.0,2,125,15850000,35
3,2.0,1,450,7900000,35
4,1.0,2,160,8000000,35
4,1.0,1,350,5700000,35
4,2.0,1,950,25000000,35
2,1.0,4,245,2800000,35
3,1.0,1,445,8500000,35
3,4.0,5,600,45000000,35
3,1.0,0,90,22500000,35
6,1.0,2,106,11000000,35
3,2.0,4,300,2450000,35
4,1.0,2,360,6750000,35
6,1.0,1,1,21000000,35
4,2.0,2,90,2750000,35
4,1.0,2,500,19750000,35
2,2.0,1,489,39500000,35
5,1.0,2,600,19000000,35
4,1.0,2,125,13200000,35
4,,1,2,200000000,35
3,1.0,2,400,17500000,35
5,1.0,2,750,22000000,35
2,1.0,2,148,6500000,35
3,4.0,1,300,65000000,35
5,1.0,2,115,12100000,35
3,1.0,4,181,3300000,35
3,1.0,1,99,3500000,35
2,4.0,0,287,2500000,35
3,1.0,4,100,4000000,35
4,1.0,2,450,15500000,35
3,1.0,4,328,30500000,35
3,3.0,4,123,4425000,35
4,1.0,2,725,27500000,35
1,1.0,0,70,2500000,35
1,1.0,4,156,1300000,35
4,1.0,4,134,4500000,35
5,1.0,4,100,5250000,35
5,2.0,2,1,75000000,35
2,2.0,2,400,25000000,35
2,2.0,4,247,3650000,35
3,1.0,2,135,4700000,35
2,1.0,0,178,2500000,35
2,1.0,2,100,5500000,35
3,1.0,3,145,3750000,35
4,1.0,2,287,8000000,35
3,2.0,1,200,6500000,35
2,,2,292,30000000,35
4,1.0,2,700,12350000,35
5,2.0,2,190,29200000,35
3,2.0,0,200,3100000,35
3,1.0,1,76,6000000,35
3,1.0,1,600,30000000,35
1,1.0,4,222,605000,35
2,1.0,2,160,6250000,35
4,1.0,2,155,8750000,35
4,1.0,0,600,6200000,35
4,1.0,2,130,13500000,35
4,1.0,1,436,4350000,35
3,1.0,2,147,16250000,35
3,1.0,1,140,26600000,35
4,1.0,0,105,7000000,35
3,1.0,2,160,8990000,35
3,1.0,0,516,15500000,35
1,1.0,0,210,16500000,35
2,2.0,1,329,18000000,35
4,1.0,2,80,5900000,35
8,1.0,2,768,108000000,35
3,2.0,1,95,13750000,35
2,1.0,0,160,1650000,35
3,1.0,2,118,3300000,35
2,1.0,2,115,3490000,35
3,1.0,1,83,1200000,35
2,2.0,4,208,2650000,35
3,1.0,4,100,1900000,35
3,1.0,2,110,2750000,35
3,1.0,2,141,5900000,35
4,1.0,1,178,5050000,35
2,1.0,0,94,3130000,35
4,4.0,1,230,15000000,35
3,1.0,0,121,4000000,35
3,1.0,0,194,2500000,35
3,1.0,2,350,6000000,35
4,1.0,2,100,9000000,35
3,1.0,6,1,145000000,35
3,1.0,0,512,7500000,35
3,1.0,2,280,4750000,35
4,1.0,2,120,10000000,35
3,1.0,2,250,10250000,35
4,2.0,4,168,2500000,35
3,1.0,2,141,6750000,35
3,1.0,2,130,4200000,35
2,1.0,0,208,17000000,35
4,1.0,2,120,6280000,35
3,3.0,4,127,1600000,35
3,1.0,2,120,4500000,35
4,2.0,2,110,17500000,35
2,1.0,1,120,7600000,35
3,1.0,1,75,6500000,35
2,1.0,4,80,3000000,35
5,1.0,1,102,5525000,35
4,1.0,4,166,7200000,35
3,1.0,2,213,18500000,35
3,1.0,2,330,29650000,35
2,1.0,0,141,5500000,35
4,1.0,4,73,3250000,35
4,1.0,0,100,5500000,35
2,3.0,1,100,2500000,35
2,1.0,7,110,3500000,35
3,1.0,2,110,5180000,35
2,1.0,4,160,1750000,35
1,1.0,0,119,3100000,35
2,2.0,0,249,26500000,35
2,1.0,2,112,3900000,35
4,1.0,2,162,17000000,35
4,1.0,0,100,4685000,35
2,1.0,1,200,2750000,35
2,1.0,0,110,7850000,35
3,1.0,2,310,4250000,35
2,1.0,0,132,2750000,35
3,1.0,2,110,1725000,35
5,1.0,2,130,13850000,35
3,1.0,2,100,5250000,35
4,1.0,2,1,13500000,35
3,2.0,2,600,14750000,35
3,2.0,2,900,17500000,35
3,1.0,2,275,13500000,35
4,,3,7,65900000,35
3,3.0,2,340,16000000,35
1,1.0,3,900,22000000,35
4,,8,2,100000000,35
2,1.0,2,500,3500000,35
4,2.0,4,391,16000000,35
4,,2,2,185000000,35
3,1.0,2,275,5750000,35
5,1.0,2,130,9750000,35
4,1.0,1,121,6250000,35
2,1.0,2,90,3200000,35
4,2.0,2,230,15500000,35
3,1.0,1,232,35000000,35
2,1.0,2,220,9750000,35
3,1.0,1,167,7600000,35
2,1.0,1,340,83000000,35
2,1.0,2,112,5750000,35
4,1.0,1,121,6250000,35
2,1.0,0,70,1900000,35
4,1.0,2,110,10750000,35
4,2.0,0,416,19750000,35
3,3.0,6,1,31500000,35
2,1.0,0,150,1500000,35
3,2.0,2,350,4650000,35
2,1.0,2,160,4250000,35
4,1.0,2,280,21000000,35
4,1.0,2,130,12500000,35
5,1.0,4,90,2650000,35
3,1.0,1,85,2950000,35
4,1.0,4,128,6250000,35
3,1.0,2,218,9000000,35
2,1.0,2,220,6250000,35
4,1.0,4,400,7750000,35
4,1.0,1,349,22000000,35
3,1.0,1,123,4750000,35
2,1.0,4,113,9000000,35
2,3.0,2,300,9250000,35
4,1.0,2,140,12250000,35
5,1.0,4,250,5850000,35
6,1.0,2,160,30000000,35
4,1.0,2,450,4200000,35
2,3.0,1,730,20000000,35
3,1.0,2,224,6500000,35
3,1.0,2,177,8000000,35
4,1.0,2,372,6950000,35
3,1.0,1,510,5000000,35
4,1.0,0,340,15500000,35
4,2.0,4,100,2650000,35
5,1.0,2,125,9500000,35
2,1.0,4,135,2750000,35
2,1.0,2,152,6200000,35
4,2.0,6,350,14750000,35
5,1.0,3,600,63000000,35
2,,2,356,33000000,35
4,1.0,1,85,6500000,35
3,1.0,1,100,4700000,35
4,3.0,0,80,33000000,35
3,1.0,2,280,5100000,35
3,1.0,4,420,21000000,35
3,1.0,2,156,7950000,35
5,1.0,2,134,7500000,35
2,1.0,1,105,2750000,35
2,2.0,1,500,10750000,35
5,1.0,2,220,16500000,35
3,1.0,5,485,9500000,35
2,1.0,4,190,5300000,35
5,1.0,2,100,12000000,35
3,1.0,1,560,12000000,35
3,1.0,4,128,4500000,35
3,,0,2,285000000,35
2,1.0,2,230,6300000,35
2,2.0,4,60,2200000,35
4,1.0,2,162,18500000,35
6,1.0,2,110,10000000,35
4,1.0,1,1,31000000,35
2,2.0,4,140,3450000,35
5,2.0,2,180,13500000,35
3,2.0,1,130,5950000,35
5,1.0,4,250,4100000,35
7,,0,170,12600000,35
4,1.0,1,165,7000000,35
3,1.0,0,198,15000000,35
3,3.0,1,128,2050000,35
4,1.0,1,184,6000000,35
4,1.0,2,500,30000000,35
3,1.0,1,120,3450000,35
1,3.0,4,176,2000000,35
4,1.0,2,90,2850000,35
2,2.0,2,660,18000000,35
6,1.0,1,1,38500000,35
4,1.0,2,218,9500000,35
4,1.0,4,465,6225000,35
3,1.0,1,122,3150000,35
2,1.0,6,250,12000000,35
4,1.0,1,370,9500000,35
3,1.0,2,270,7200000,35
2,1.0,4,200,3750000,35
2,1.0,1,96,3000000,35
3,2.0,2,400,15750000,35
3,1.0,1,120,7500000,35
6,1.0,2,90,12250000,35
2,1.0,0,150,4590000,35
4,2.0,2,112,25000000,35
4,1.0,2,196,8500000,35
2,1.0,2,190,5990000,35
5,1.0,2,124,7500000,35
4,2.0,4,115,15500000,35
1,1.0,0,90,7500000,35
2,2.0,2,270,9500000,35
4,4.0,3,138,9150000,35
4,2.0,4,110,7000000,35
5,1.0,1,1,29500000,35
5,1.0,0,500,19940000,35
3,1.0,2,80,3500000,35
2,3.0,4,346,8850000,35
4,1.0,4,102,7500000,35
4,1.0,1,360,4000000,35
2,3.0,4,3,152000000,35
4,1.0,1,140,5000000,35
6,2.0,2,150,2350000,35
4,2.0,2,125,15000000,35
2,1.0,1,500,6000000,35
2,2.0,4,95,9750000,35
4,4.0,2,151,12000000,35
3,1.0,2,450,15500000,35
3,1.0,2,300,8500000,35
3,1.0,0,185,4500000,35
4,1.0,1,560,6200000,35
2,2.0,4,289,2500000,35
2,2.0,2,214,15000000,35
2,1.0,5,280,4750000,35
3,1.0,4,143,5280000,35
4,1.0,1,262,5750000,35
2,2.0,2,178,2500000,35
4,,1,1,14500000,35
3,1.0,2,141,6750000,35
3,2.0,1,1,58000000,35
3,1.0,2,214,35000000,35
5,2.0,2,85,15000000,35
3,1.0,2,248,18750000,35
2,1.0,0,300,14500000,35
2,1.0,1,90,1850000,35
3,1.0,2,130,8650000,35
3,1.0,2,300,30000000,35
4,2.0,2,90,13800000,35
2,1.0,2,92,4250000,35
3,1.0,0,330,25000000,35
4,1.0,0,120,4850000,35
1,1.0,4,70,1050000,35
3,1.0,5,346,7500000,35
2,1.0,2,135,6500000,35
2,1.0,0,100,5000000,35
2,2.0,4,76,640000,35
5,1.0,2,120,9500000,35
3,1.0,2,250,7000000,35
6,2.0,2,1,95000000,35
3,1.0,2,337,17500000,35
3,1.0,2,420,10250000,35
1,1.0,1,115,1900000,35
4,1.0,2,115,7250000,35
1,,1,180,10000000,35
2,1.0,1,130,2440000,35
3,1.0,2,156,8550000,35
2,1.0,8,336,5300000,35
2,2.0,2,365,7450000,35
7,2.0,2,150,55000000,35
4,1.0,2,130,9000000,35
6,1.0,2,120,22000000,35
3,1.0,4,200,2500000,35
3,1.0,2,400,12500000,35
3,1.0,2,170,8700000,35
3,1.0,2,297,19000000,35
2,1.0,0,136,2900000,35
4,1.0,1,500,9900000,35
2,1.0,1,168,15500000,35
4,2.0,2,130,15600000,35
4,1.0,0,400,4750000,35
3,3.0,5,210,6750000,35
2,1.0,2,250,6000000,35
3,1.0,2,120,11500000,35
3,1.0,1,110,7250000,35
4,1.0,2,160,14500000,35
4,1.0,1,100,9000000,35
2,1.0,0,100,1300000,35
3,1.0,1,120,7500000,35
3,1.0,2,300,18500000,35
5,1.0,0,70,4300000,35
4,1.0,2,84,5000000,35
3,2.0,0,173,10000000,35
5,1.0,1,130,12500000,35
3,1.0,0,100,1750000,35
4,1.0,2,400,4150000,35
2,1.0,0,60,1500000,35
5,1.0,2,540,9500000,35
4,3.0,2,160,10500000,35
2,1.0,5,219,18000000,35
5,1.0,2,80,14250000,35
3,1.0,2,390,8000000,35
2,1.0,0,134,2450000,35
4,1.0,2,650,18000000,35
3,1.0,2,118,6000000,35
2,2.0,4,240,7750000,35
2,1.0,0,168,2950000,35
2,1.0,1,146,14900000,35
3,1.0,1,398,13000000,35
2,3.0,0,292,75000000,35
4,1.0,2,70,15000000,35
2,1.0,2,100,7750000,35
3,1.0,2,177,16500000,35
3,1.0,0,56,2500000,35
3,1.0,2,120,5650000,35
2,1.0,0,176,2500000,35
2,1.0,2,160,19900000,35
2,1.0,6,200,24250000,35
3,1.0,0,65,3000000,35
3,1.0,2,300,15900000,35
4,1.0,4,300,9870000,35
3,1.0,0,160,4500000,35
4,1.0,2,1,27500000,35
2,1.0,1,106,4500000,35
4,1.0,2,100,11870000,35
3,1.0,1,122,2200000,35
3,1.0,2,140,8500000,35
2,1.0,0,109,25000000,35
2,2.0,3,132,8600000,35
4,1.0,1,2,300000000,35
4,1.0,1,240,12500000,35
3,1.0,4,293,3550000,35
4,1.0,2,472,10500000,35
3,1.0,2,350,5500000,35
3,1.0,2,183,6900000,35
3,1.0,0,104,2600000,35
2,2.0,0,353,65000000,35
3,1.0,0,350,14000000,35
4,4.0,4,400,2900000,35
3,1.0,2,200,17250000,35
3,1.0,1,88,3900000,35
3,1.0,1,120,4250000,35
2,1.0,4,4,20000000,35
2,,1,230,37500000,35
2,1.0,0,465,6500000,35
4,1.0,2,289,12000000,35
2,1.0,0,150,5950000,35
3,2.0,2,261,6850000,35
2,1.0,2,260,5600000,35
3,3.0,2,400,14000000,35
3,1.0,1,147,13000000,35
5,3.0,1,500,14245000,35
3,1.0,2,270,6000000,35
4,2.0,2,900,12500000,35
4,1.0,2,130,10750000,35
4,1.0,2,110,6250000,35
3,1.0,1,291,4190000,35
3,1.0,2,263,23750000,35
2,1.0,0,145,5590000,35
3,1.0,4,105,4200000,35
3,1.0,0,338,35000000,35
5,1.0,1,840,60000000,35
4,1.0,4,120,2950000,35
3,1.0,0,120,2500000,35
3,1.0,0,90,8000000,35
3,1.0,0,121,3500000,35
3,1.0,2,207,6400000,35
4,1.0,1,907,15000000,35
3,1.0,3,450,14500000,35
3,1.0,2,266,12999999,35
2,1.0,4,170,5300000,35
4,1.0,1,95,5900000,35
3,1.0,1,112,3000000,35
3,2.0,2,75,5800000,35
2,1.0,4,268,4500000,35
5,1.0,0,1,130000000,35
8,1.0,0,1,120000000,35
1,1.0,2,90,6000000,35
4,4.0,2,121,6400000,35
4,4.0,2,1,21000000,35
2,1.0,4,160,1890000,35
4,1.0,2,250,12500000,35
4,1.0,2,135,6500000,35
3,1.0,1,144,5500000,35
5,,0,550,9800000,35
4,1.0,2,350,200000000,35
3,2.0,2,950,24350000,35
1,1.0,2,120,4500000,35
4,2.0,1,600,14250000,35
3,1.0,1,305,16500000,35
3,1.0,2,250,42000000,35
4,1.0,0,440,5850000,35
3,1.0,0,307,9500000,35
3,2.0,2,1,25500000,35
3,1.0,0,200,25000000,35
3,1.0,4,119,1750000,35
3,2.0,2,900,29000000,35
4,1.0,0,103,12000000,35
3,1.0,2,425,8000000,35
5,1.0,0,545,14000000,35
3,1.0,1,125,4650000,35
3,3.0,1,290,27000000,35
4,1.0,2,116,6500000,35
5,1.0,2,130,14900000,35
2,1.0,2,112,3650000,35
3,1.0,3,107,9150000,35
3,1.0,2,150,5000000,35
3,1.0,6,360,17500000,35
3,1.0,0,115,8750000,35
2,1.0,2,120,7300000,35
2,1.0,2,130,5900000,35
4,1.0,3,139,12000000,35
4,1.0,1,148,4900000,35
4,1.0,2,116,10000000,35
3,1.0,2,100,5250000,35
2,1.0,2,90,4750000,35
3,1.0,4,132,6750000,35
4,1.0,2,480,14500000,35
4,2.0,8,240,19000000,35
4,1.0,2,150,5000000,35
4,1.0,1,122,7100000,35
3,1.0,0,104,2700000,35
4,2.0,6,600,17500000,35
3,1.0,0,324,4000000,35
3,1.0,1,113,2350000,35
6,1.0,2,1,35000000,35
3,1.0,2,110,13250000,35
3,1.0,0,240,9000000,35
5,1.0,2,48,5800000,35
3,2.0,0,369,19150000,35
3,2.0,1,322,14500000,35
3,2.0,6,128,11000000,35
4,1.0,1,120,6500000,35
4,1.0,1,450,5750000,35
2,3.0,4,430,5200000,35
2,1.0,4,45,675000,35
3,1.0,4,104,10000000,35
4,1.0,9,129,17000000,35
2,2.0,1,500,6500000,35
4,1.0,7,320,8700000,35
6,1.0,2,1,6500000,35
3,1.0,4,290,1810000,35
2,1.0,0,100,3350000,35
6,1.0,2,147,15000000,35
4,1.0,1,177,4500000,35
4,1.0,4,280,14500000,35
3,1.0,6,200,24250000,35
3,1.0,0,1,160000000,35
1,1.0,4,120,2575000,35
2,1.0,1,100,1800000,35
3,1.0,2,140,20000000,35
3,1.0,2,540,23500000,35
4,1.0,2,150,14000000,35
3,1.0,2,130,7750000,35
2,1.0,0,120,6000000,35
4,1.0,2,105,14250000,35
3,1.0,1,105,6450000,35
2,1.0,2,100,3600000,35
3,1.0,1,150,8000000,35
3,1.0,2,210,23800000,35
2,3.0,1,300,15000000,35
4,2.0,1,750,36000000,35
3,1.0,4,400,3950000,35
4,1.0,2,120,6000000,35
3,1.0,0,200,7600000,35
3,1.0,1,120,6650000,35
3,1.0,1,165,4050000,35
3,1.0,4,96,5250000,35
2,1.0,2,130,4750000,35
2,3.0,1,320,12500000,35
2,1.0,0,160,3700000,35
4,,1,360,7500000,35
1,1.0,4,70,455000,35
2,1.0,0,226,8475000,35
4,1.0,2,115,6500000,35
3,3.0,1,252,17000000,35
4,1.0,0,105,3300000,35
3,1.0,1,177,6550000,35
4,2.0,2,750,24900000,35
4,1.0,1,110,6800000,35
5,,1,1,28500000,35
3,1.0,0,300,3000000,35
3,1.0,5,140,5750000,35
7,,3,10,245000000,35
3,1.0,1,114,3950000,35
3,1.0,4,120,3000000,35
3,1.0,1,345,9500000,35
9,1.0,1,180,49850000,35
2,1.0,2,100,5500000,35
2,1.0,3,152,10550000,35
3,1.0,0,100,3300000,35
3,3.0,2,300,13000000,35
4,2.0,3,300,6950000,35
5,,2,7,160000000,35
2,1.0,0,123,3300000,35
2,1.0,1,210,8250000,35
2,1.0,1,88,8000000,35
2,1.0,1,110,9950000,35
2,,1,173,12000000,35
3,1.0,1,260,15500000,35
4,2.0,1,49,16000000,35
3,2.0,2,502,6500000,35
2,2.0,3,165,3500000,35
3,1.0,2,122,6800000,35
3,1.0,0,164,8500000,35
4,1.0,5,140,4450000,35
4,1.0,1,115,12500000,35
4,1.0,2,120,10000000,35
4,1.0,4,120,8000000,35
3,3.0,2,120,5600000,35
3,1.0,2,470,7400000,35
3,1.0,2,101,10500000,35
3,1.0,2,130,3500000,35
3,2.0,2,171,4375000,35
3,1.0,0,220,8000000,35
5,1.0,1,55,40000000,35
3,1.0,4,120,7250000,35
3,1.0,6,184,10250000,35
3,2.0,1,95,3300000,35
2,2.0,1,710,150000000,35
2,1.0,0,121,1600000,35
3,4.0,0,350,21000000,35
4,1.0,1,200,10250000,35
4,1.0,2,150,16000000,35
3,1.0,2,147,5500000,35
4,1.0,2,130,12500000,35
3,1.0,2,315,6400000,35
3,2.0,4,113,2650000,35
2,1.0,2,130,10000000,35
5,1.0,2,550,17950000,35
3,1.0,4,198,3200000,35
2,1.0,0,222,6600000,35
3,1.0,2,180,5200000,35
3,1.0,1,92,2750000,35
2,1.0,4,121,3150000,35
3,1.0,1,400,7950000,35
5,2.0,2,1,45000000,35
3,1.0,1,200,15000000,35
2,2.0,1,235,19500000,35
1,,1,2,21000000,35
2,1.0,1,116,4000000,35
3,1.0,0,207,8350000,35
2,,1,900,67500000,35
2,1.0,1,129,2550000,35
2,2.0,4,330,23000000,35
1,2.0,2,120,1900000,35
4,1.0,1,103,3650000,35
2,1.0,1,350,8250000,35
2,2.0,2,120,5500000,35
4,1.0,2,90,6500000,35
3,1.0,2,126,4500000,35
2,1.0,0,240,6500000,35
4,1.0,2,427,17000000,35
8,1.0,2,1,125000000,35
5,1.0,1,224,21000000,35
3,2.0,1,220,19500000,35
3,1.0,2,280,10500000,35
4,2.0,2,100,12500000,35
2,1.0,9,200,25000000,35
3,1.0,1,103,5250000,35
4,1.0,4,115,3750000,35
3,1.0,1,223,10500000,35
3,3.0,2,120,3650000,35
4,1.0,1,140,5750000,35
4,3.0,2,257,35000000,35
3,1.0,3,404,15750000,35
2,1.0,0,81,1999999,35
5,1.0,2,142,18000000,35
3,1.0,4,270,8500000,35
4,1.0,2,140,4000000,35
3,1.0,4,130,2750000,35
3,1.0,4,400,10000000,35
2,1.0,0,80,1580000,35
2,,0,189,12200000,35
1,1.0,4,65,950000,35
5,1.0,1,244,7990000,35
2,,1,208,35000000,35
2,1.0,1,138,4500000,35
2,1.0,0,74,1890000,35
4,2.0,2,160,12500000,35
4,1.0,2,203,9792000,35
3,1.0,3,110,10000000,35
3,1.0,1,300,6500000,35
6,2.0,2,1,47500000,35
3,1.0,2,126,7800000,35
7,1.0,0,8,319000000,35
9,1.0,0,404,225000000,35
2,1.0,2,140,6250000,35
4,1.0,2,184,10100000,35
3,2.0,2,800,52000000,35
5,1.0,1,286,15690000,35
3,2.0,1,480,6500000,35
4,1.0,2,425,14500000,35
5,1.0,2,100,15500000,35
3,2.0,2,125,6500000,35
3,1.0,2,600,30000000,35
2,1.0,1,194,3000000,35
3,1.0,0,145,5900000,35
3,1.0,4,172,7990000,35
3,1.0,0,210,3400000,35
2,1.0,4,66,960000,35
3,1.0,2,300,10000000,35
3,1.0,0,230,3800000,35
3,1.0,4,172,3300000,35
3,1.0,4,151,5250000,35
3,1.0,2,200,16000000,35
3,2.0,0,201,23900000,35
3,3.0,0,85,2400000,35
1,1.0,4,477,930000,35
7,1.0,0,250,250000000,35
3,1.0,0,308,4900000,35
5,1.0,1,339,19000000,35
4,1.0,2,130,6250000,35
3,1.0,2,520,9500000,35
3,1.0,2,165,7500000,35
3,1.0,2,145,6000000,35
3,1.0,0,280,12000000,6
6,1.0,0,4,94000000,6
3,1.0,0,320,3500000,6
6,,1,4,135000000,6
4,,1,1,50000000,6
4,2.0,1,4,161655000,6
5,,2,1,70000000,6
4,2.0,0,750,39900000,6
4,2.0,0,500,18500000,6
4,3.0,0,2,62000000,6
3,2.0,0,1,45000000,6
4,1.0,0,600,35000000,6
3,1.0,0,600,29750000,6
4,2.0,1,1,47500000,6
5,,0,1,25000000,6
2,2.0,0,400,5200000,6
4,1.0,0,600,11750000,6
3,2.0,1,1,27000000,6
5,,0,11,35000000,6
9,4.0,1,140,2550000,6
4,3.0,0,500,18850000,6
5,1.0,3,1,25000000,6
9,,1,10,250000000,6
4,2.0,0,1,35000000,6
4,1.0,4,215,7700000,6
5,1.0,0,1,37500000,6
5,1.0,2,1,59000000,6
2,4.0,0,95,950000,6
4,1.0,0,760,35000000,6
4,1.0,0,275,11500000,6
4,1.0,0,900,40000000,6
3,3.0,0,2,37500000,6
4,3.0,0,100,2800000,6
2,1.0,5,90,1550000,6
5,2.0,1,550,17000000,6
5,1.0,0,910,12250000,6
2,4.0,0,805,35500000,6
6,2.0,1,1,86000000,6
5,2.0,0,655,48000000,6
3,2.0,0,1,44000000,6
7,1.0,3,1,37500000,6
4,1.0,0,700,30500000,6
3,1.0,0,140,2870000,6
3,2.0,0,500,25000000,6
4,2.0,0,1,69000000,6
2,1.0,5,95,7975000,6
5,1.0,1,1,73000000,6
4,2.0,0,500,5500000,6
7,1.0,1,2,38000000,6
8,1.0,4,4,325000000,6
7,2.0,0,1,37000000,6
4,1.0,0,875,29000000,6
3,4.0,1,1,62000000,6
4,3.0,1,350,18500000,6
1,1.0,0,1,65000000,6
9,2.0,1,3,62000000,6
4,,1,4,125000000,6
4,2.0,0,650,25500000,6
3,3.0,0,650,15250000,6
3,1.0,0,630,18500000,6
4,3.0,1,480,23000000,6
4,2.0,0,400,26900000,6
7,1.0,0,3,84000000,6
2,1.0,4,155,6500000,6
5,2.0,0,1,42000000,6
3,1.0,5,1,30000000,6
5,2.0,4,800,8750000,6
4,1.0,0,1,30000000,6
4,,4,4,93000000,6
2,1.0,5,80,1650000,6
4,3.0,1,1,48500000,6
5,,1,1,38900000,6
5,,4,9,421000000,6
4,4.0,0,736,29500000,6
3,2.0,0,1,42000000,6
3,2.0,0,1,67950000,6
4,2.0,0,1,54000000,6
3,2.0,0,300,53500000,6
3,2.0,0,130,10250000,6
5,3.0,0,1,45000000,6
4,1.0,0,550,25500000,6
4,1.0,5,1,16000000,6
3,1.0,0,1,45000000,6
1,3.0,0,2,40000000,6
7,,0,3,92000000,6
4,1.0,0,550,6250000,6
1,1.0,0,218,25000000,6
3,,0,1,30250000,6
2,1.0,0,180,5000000,6
5,1.0,1,3,95000000,6
5,1.0,1,1,62000000,6
4,2.0,0,1,25500000,6
3,1.0,6,400,2550000,6
3,2.0,0,1,28500000,6
5,4.0,0,5,65000000,6
6,1.0,0,900,100000000,6
8,4.0,1,2,67950000,6
6,1.0,0,1,19900000,6
4,1.0,0,331,8000000,6
